artifact	generator	font_path	font_sha256	generated_at
trailer_animatic_60s.mp4	GenerateTrailerAnimatic.ps1	C:\codex\snu_etl_downloader_portable\downloads\2026_Spring\understanding_exceptional_children\99_GroupProject\Interviewee1UnityAvatarChat\Assets\Resources\Fonts\Paperlogy-7Bold.ttf	FE71049FE3D3A7DD3F2E0C12EFD850ACD1293658181AF322348EDDE9B016E6BA	2026-06-02 18:26:35 +09:00
